date,hour,aircraft,latitude,longitude,PBL_height
2019-06-27,18.301,C130,33.522,-92.769,1325
2019-06-27,19.816,C130,32.087,-86.878,1450
2019-06-27,15.013,B200,32.414,-93.759,580
2019-06-27,16.02,B200,34.111,-92.247,750
2019-06-27,18.653,B200,33.573,-86.747,1670
2019-06-27,19.508,B200,31.452,-87.848,1780
2019-06-27,20.288,B200,31.926,-90.426,1725
2019-06-27,20.441,B200,31.993,-90.325,1475
2019-07-01,16.983,C130,32.39,-93.768,365
2019-07-01,20.539,C130,39.092,-98.942,2225
2019-07-01,20.683,C130,39.11,-99.023,2460
2019-07-01,21.156,C130,40.717,-97.078,2115
2019-07-01,17.605,B200,37.102,-89.678,1035
2019-07-04,16.012,C130,40.795,-96.799,650
2019-07-04,18.191,C130,49.493,-97.751,1765
2019-07-04,19.223,C130,45.426,-97.384,1945
2019-07-04,19.391,C130,45.21,-97.368,1920
2019-07-04,20.891,C130,39.155,-96.019,1115
2019-07-04,21.419,C130,40.356,-96.505,1610
2019-07-04,17.53,B200,40.809,-96.744,765
2019-07-04,18.796,B200,45.34,-96.178,1370
2019-07-04,19.492,B200,44.68,-94.71,1095
2019-07-04,19.588,B200,44.507,-94.691,1050
2019-07-04,20.974,B200,41.358,-95.422,1425
2019-07-04,21.214,B200,41.002,-96.424,1580
2019-07-07,17.499,C130,40.827,-96.762,1520
2019-07-07,18.331,C130,39.289,-92.624,1265
2019-07-07,18.405,C130,39.402,-92.95,1675
2019-07-07,19.36,C130,37.947,-87.898,950
2019-07-07,21.058,C130,40.442,-95.714,1890
2019-07-07,21.191,C130,40.277,-95.678,1120
2019-07-07,22.087,C130,43.637,-97.059,1320
2019-07-07,22.783,C130,41.115,-96.783,1605
2019-07-07,17.839,B200,40.808,-96.698,1035
2019-07-07,18.96,B200,41.176,-90.505,1275
2019-07-07,19.891,B200,43.253,-90.956,1385
2019-07-07,20.246,B200,42.718,-92.435,1680
2019-07-07,21.03,B200,41.478,-95.377,1790
2019-07-07,21.337,B200,40.989,-96.558,1590
2019-07-08,17.573,C130,40.79,-96.802,900
2019-07-08,18.588,C130,42.503,-99.983,1150
2019-07-08,19.574,C130,43.966,-95.171,1525
2019-07-08,19.701,C130,43.948,-95.515,1650
2019-07-08,20.31,C130,44.334,-92.012,1575
2019-07-08,21.859,C130,41.004,-96.776,1980
2019-07-08,17.816,B200,40.804,-96.668,1010
2019-07-08,18.61,B200,40.172,-92.824,1760
2019-07-08,19.601,B200,41.885,-90.718,1395
2019-07-08,19.87,B200,41.531,-91.862,1320
2019-07-08,20.216,B200,41.255,-93.27,1580
2019-07-08,20.28,B200,41.279,-93.343,1690
2019-07-08,20.819,B200,40.981,-95.083,1680
2019-07-08,21.144,B200,40.92,-96.592,1580
2019-07-09,15.139,C130,40.784,-96.723,1050
2019-07-09,16.784,C130,46.532,-92.945,1040
2019-07-09,16.98,C130,46.484,-92.882,1065
2019-07-09,18.602,C130,42.572,-91.32,1365
2019-07-09,18.723,C130,42.568,-91.387,1580
2019-07-09,20.106,C130,41.104,-96.664,1445
2019-07-09,15.914,B200,40.819,-96.689,995
2019-07-09,17.751,B200,44.117,-94.578,1120
2019-07-09,18.277,B200,42.962,-95.422,1650
2019-07-09,18.517,B200,42.815,-95.407,1765
2019-07-10,16.951,C130,40.909,-96.76,1095
2019-07-10,17.885,C130,44.069,-93.396,1200
2019-07-10,18.483,C130,42.27,-93.633,1650
2019-07-10,18.627,C130,42.468,-93.59,1795
2019-07-10,19.816,C130,39.544,-98.495,1395
2019-07-10,19.989,C130,39.588,-98.373,1425
2019-07-10,20.242,C130,39.455,-99.734,1340
2019-07-10,22.349,C130,39.953,-96.584,1660
2019-07-10,16.598,B200,40.929,-96.725,1120
2019-07-10,18.123,B200,36.053,-93.15,1100
2019-07-10,18.755,B200,37.647,-93.47,890
2019-07-10,18.88,B200,37.658,-93.568,800
2019-07-10,19.694,B200,39.242,-95.438,850
2019-07-10,19.842,B200,39.219,-95.253,1030
2019-07-11,15.071,C130,40.956,-96.704,850
2019-07-11,15.237,C130,41.541,-96.243,980
2019-07-11,16.81,C130,41.234,-87.695,895
2019-07-11,14.71,B200,40.896,-96.7,990
2019-07-11,16.074,B200,40.194,-89.86,1200
2019-07-11,20.712,B200,37.169,-78.002,1500
2019-07-11,20.985,B200,37.111,-76.657,500
2019-07-19,16.076,C130,37.949,-75.563,265
2019-07-19,18.053,C130,42.382,-77.591,920
2019-07-19,18.533,C130,40.527,-77.58,895
2019-07-19,18.685,C130,40.594,-77.643,850
2019-07-19,19.673,C130,37.027,-77.039,1005
2019-07-19,19.926,C130,37.625,-75.937,400
2019-07-19,14.898,B200,37.066,-76.409,440
2019-07-19,15.839,B200,36.077,-80.611,1080
2019-07-19,16.064,B200,36.291,-81.23,800
2019-07-19,16.355,B200,37.035,-81.762,905
2019-07-19,16.642,B200,37.728,-82.362,915
2019-07-19,16.733,B200,37.762,-82.299,890
2019-07-19,17.753,B200,40.834,-83.678,950
2019-07-19,18.08,B200,41.373,-82.768,940
2019-07-19,19.001,B200,41.458,-82.875,550
2019-07-19,19.128,B200,41.088,-82.803,500
2019-07-19,19.931,B200,39.57,-80.346,825
2019-07-19,20.159,B200,39.507,-80.242,850
2019-07-19,21.063,B200,37.751,-77.407,855
2019-07-19,21.319,B200,37.195,-76.618,520
2019-07-20,14.973,C130,37.965,-75.484,590
2019-07-20,16.57,C130,39.863,-81.6,1020
2019-07-20,16.933,C130,38.893,-80.805,975
2019-07-20,17.421,C130,37.592,-79.216,680
2019-07-20,17.588,C130,37.556,-78.386,975
2019-07-20,20.358,C130,37.985,-75.779,780
2019-07-20,15.288,B200,37.086,-76.587,625
2019-07-20,15.673,B200,37.499,-78.142,1050
2019-07-20,16.527,B200,39.953,-78.132,1475
2019-07-20,16.623,B200,39.989,-78.114,1215
2019-07-20,19.723,B200,39.424,-75.645,725
2019-07-20,19.862,B200,39.443,-75.538,840
2019-07-20,20.617,B200,37.716,-76.698,650
2019-07-20,20.698,B200,37.474,-76.612,300
2019-07-22,14.12,C130,37.848,-75.609,425
2019-07-22,16.642,C130,43.392,-86.066,1610
2019-07-22,17.484,C130,41.003,-83.339,795
2019-07-22,18.253,C130,43.176,-81.954,950
2019-07-22,18.931,C130,41.642,-79.4,1090
2019-07-22,19.873,C130,38.432,-75.921,1045
2019-07-22,14.217,B200,37.113,-76.755,1263
2019-07-22,16.101,B200,40.529,-82.755,1015
2019-07-22,16.814,B200,39.524,-80.311,945
2019-07-22,16.994,B200,39.214,-80.273,995
2019-07-22,17.551,B200,38.34,-78.828,750
2019-07-24,14.102,C130,38.012,-75.406,550
2019-07-24,16.983,C130,38.42,-83.19,1825
2019-07-24,17.492,C130,38.688,-80.916,1185
2019-07-24,17.645,C130,38.73,-80.738,1345
2019-07-24,19.428,C130,41.353,-73.126,1380
2019-07-24,20.317,C130,38.208,-75.47,1365
2019-07-24,15.624,B200,37.141,-76.397,720
2019-07-24,16.219,B200,38.672,-77.988,855
2019-07-24,16.551,B200,38.579,-77.854,850
2019-07-24,16.621,B200,38.712,-77.798,775
2019-07-24,17.162,B200,38.803,-75.921,865
2019-07-24,17.434,B200,39.637,-76.064,1550
2019-07-24,17.959,B200,39.765,-74.605,1085
2019-07-24,18.171,B200,40.438,-74.787,1520
2019-07-24,18.638,B200,40.47,-73.382,1305
2019-07-24,19.719,B200,37.365,-76.161,860
2019-07-25,16.012,C130,38.015,-75.531,315
2019-07-25,18.051,C130,38.27,-83.688,1250
2019-07-25,18.602,C130,38.743,-81.446,1350
2019-07-25,18.727,C130,38.681,-81.587,1675
2019-07-25,19.013,C130,39.019,-80.165,1115
2019-07-25,19.255,C130,39.245,-78.898,785
2019-07-25,19.545,C130,39.575,-77.621,905
2019-07-25,19.656,C130,39.518,-77.542,850
2019-07-26,16.003,C130,37.966,-75.556,290
2019-07-26,17.905,C130,38.501,-82.694,705
2019-07-26,18.352,C130,38.844,-80.818,775
2019-07-26,18.595,C130,38.937,-80.576,1750
2019-07-26,19.234,C130,39.557,-77.677,1480
2019-07-26,19.338,C130,39.462,-77.835,1520
2019-07-26,19.706,C130,39.621,-75.971,1250
2019-07-26,20.231,C130,38.395,-75.435,415
